Name,City,Specialization,Hospital,description 
Asst. Prof. Dr. Tahir Haroon,ABBOTTABAD,Ent Specialist,"Awan Medical Centre, Mandian, Abbottabad",Ent Specialist
Dr. Gul Muhammad,ABBOTTABAD,Neuro Surgeon,"Quershi Medical Mall, Main Mansehra Road, Abbottabad",Neuro Surgeon
Asst. Prof. Dr. Waseef Ullah,ABBOTTABAD,Neuro Surgeon,"Jinnah International Hospital, Khyber Pakhtunkhwa, Abbottabad",Neuro Surgeon
Dr. Irfan Ali,ABBOTTABAD,Neuro Surgeon,No Address Available,Neuro Surgeon
Dr. Nisar Ahmad Khan,ABBOTTABAD,Neuro Surgeon,No Address Available,Neuro Surgeon
Dr. Ibrahim Mushtaq,ABBOTTABAD,Neuro Surgeon,"Waleed General Hospital, Abottabad Road, Mansehra City, Mansehra",Neuro Surgeon
Asst. Prof. Dr. Ehtesham Ahmed,ABBOTTABAD,Neuro Surgeon,"Ehtesham Ahmed Clinic, Al Mansoor Town, Abbottabad",Neuro Surgeon
Asst. Prof. Dr. Abdul Aziz,ABBOTTABAD,Neuro Surgeon,"Rauf Medical Center, Musa Zai Colony, Abbottabad",Neuro Surgeon
Asst. Prof. Dr. Ahsan Aurangzeb,ABBOTTABAD,Neuro Surgeon,"Abbott Hospital, Musa Zai Colony, Abbottabad",Neuro Surgeon
Dr. Shahid Jatoi,ALIPUR,Pediatrician,"Al Razi Childern Clinic, Teachers Colony, Alipur",Pediatrician
Dr. Rashid Riaz,ALIPUR,General Physician,No Address Available,General Physician
Dr. Hamza Usman,ALIPUR,General Physician,No Address Available,General Physician
Dr. Nazish Sarfraz,ATTOCK,Gynecologist,"Hameed Memorial Hospital Kamra, Main GT Road, Gate#2 , Kamra Cantt, Attock",Gynecologist
Dr. Komal Aftab,ATTOCK,Gynecologist,No Address Available,Gynecologist
Dr. Hummaira Chaudhary,ATTOCK,Gynecologist,No Address Available,Gynecologist
Dr. Inam Malkani,ATTOCK,Urologist,"Mutahir Memorial Hospital, Main Kamra Rd, Attock, Attock",Urologist
Assoc. Prof. Dr. Khaqan Jahangir Janjua,ATTOCK,Orthopedic Surgeon,"Mega Medical Complex Hospital, Cantt, Rawalpindi",Orthopedic Surgeon
Dr. Mansoor Ul Haq,ATTOCK,Pediatrician,"Hussain Hospital, DHQ hospital, Attock",Pediatrician
Dr. Mehwish Zaidi,ATTOCK,Pediatrician,No Address Available,Pediatrician
Dr. Zobaria Saleem,ATTOCK,Pediatrician,No Address Available,Pediatrician
Dr. Anum Fatima,ATTOCK,Pediatrician,"Hussain Hospital, DHQ hospital, Attock",Pediatrician
Dr. Colonel R Muhammad Zubair Khan,ATTOCK,General Physician,"Zubair Clinics, Attock Cantt, Attock",General Physician
Dr. Tauqeer Azher,ATTOCK,General Physician,No Address Available,General Physician
Dr. Musaddiq Islam,ATTOCK,General Physician,No Address Available,General Physician
Dr. Ahmad Abubaker,ATTOCK,General Physician,"Danish Surgical Centre, THQ Hospital, Attock",General Physician
Dr. Waseem Ali,ATTOCK,General Physician,No Address Available,General Physician
Dr. Haleema Khalid Ali,ATTOCK,General Physician,No Address Available,General Physician
Dr. Komal Azhar,ATTOCK,General Physician,No Address Available,General Physician
Dr. Zakir Hussain,ATTOCK,General Physician,"Alam Medical Center, Dar-ul-Islam Colony, Attock",General Physician
Dr. Rizwan Ahmed Khan,ATTOCK,Neuro Surgeon,"Alam Medical Center, Dar-ul-Islam Colony, Attock",Neuro Surgeon
Dr. Sartaj Aziz,ATTOCK,Neuro Surgeon,"Hanif Medical Complex, Faisal Town, Islamabad",Neuro Surgeon
Dr. Tooba Tasawar,BADEN,General Physician,"Indus Hospital Badin, Sindh, Baden",General Physician
Dr. Zahoor Ahmed Abbasi,BADEN,General Physician,"Kashaf Clinic, badin, Baden",General Physician
Dr. Rana Maqbool,BAHAWALNAGAR,Dermatologist,"Arif Hospital, Canal Colony, Bahawalnagar",Dermatologist
Dr. Syed Umar Farooq Shah,BAHAWALNAGAR,Urologist,"City Hospital, Degree College Road, Bahawalnagar",Urologist
Assoc. Prof. Dr. Mudassar Nazar,BAHAWALNAGAR,Orthopedic Surgeon,"Life Care Medical Complex, wuqla colony, Bahawalnagar",Orthopedic Surgeon
Dr. Muhammad Moaz Bin Khalid,BAHAWALNAGAR,General Physician,No Address Available,General Physician
Dr. Mashood Ashraf,BAHAWALNAGAR,General Physician,No Address Available,General Physician
Dr. Shahzeena Malik,BAHAWALNAGAR,General Physician,No Address Available,General Physician
Dr. Mujahid Ali Babar,BAHAWALNAGAR,General Physician,"Ganjshakar Hospital, Minchinabad, Bahawalnagar",General Physician
Dr. Sadia Mughese,BAHAWALPUR,"Dermatologist, Nutritionist","Amin Clinic, Model Town, Bahawalpur","Dermatologist, Nutritionist"
Dr. Muzammil Nazar,BAHAWALPUR,Dermatologist,"Alfateh Medical Clinic, Royal city, Bahawalpur",Dermatologist
Dr. Haseeb Ahmad,BAHAWALPUR,General Physician,"Noor Clinic, Sadiq Colony, Bahawalpur",General Physician
Dr. Ummair Saeed Mian,BAHAWALPUR,Dermatologist,No Address Available,Dermatologist
Dr. Murtaza Khan,BAHAWALPUR,Dermatologist,No Address Available,Dermatologist
Dr. Zahid Iqbal Bhatti,BAHAWALPUR,Dermatologist,"Hamdan Hospital, Model Town, Bahawalpur",Dermatologist
Dr. Mugheese Amin,BAHAWALPUR,Dermatologist,"Amin Hair Transplant Hospital, Old City, Bahawalpur",Dermatologist
Dr. Shagufta Akmal,BAHAWALPUR,Dermatologist,"Skin Care Clinic, Satellite Town, Bahawalpur",Dermatologist
Dr. Mustafa Ali Raza,BAHAWALPUR,Neurologist,"Dr Mulazim Hussain Soomro Clinic, Bahawalpur City, Bahawalpur",Neurologist
Dr. Shaukat Mamoon,BAHAWALPUR,Neurologist,"Millat Hospital, Dubai chowk, Bahawalpur",Neurologist
Dr. Sana Ammad Ch Gold Medalist,BAHAWALPUR,Gynecologist,"Health Care Bahawalpur, Model Town A, Bahawalpur",Gynecologist
Assoc. Prof. Dr. Shahida Zareen,BAHAWALPUR,Gynecologist,"Al-Hayyat Hospital, Setellite Town, Bahawalpur",Gynecologist
Dr. Zainab Malik,BAHAWALPUR,Gynecologist,"Zainab Fertility Center, Medical Colony, Bahawalpur",Gynecologist
Dr. Sadia Shakeel,BAHAWALPUR,Gynecologist,"Khan surgical hospital, Model Town, Bahawalpur",Gynecologist
Dr. Khadija Sundas,BAHAWALPUR,Gynecologist,No Address Available,Gynecologist
Dr. Aasia Salman,BAHAWALPUR,Gynecologist,"Dr. Aasia Salman Clinic, Allama Iqbal Town, Bahawalpur",Gynecologist
Asst. Prof. Dr. Tanzila Musammat,BAHAWALPUR,Gynecologist,"Dr Tanzila Rafiq Clinic, Medical Colony, Bahawalpur",Gynecologist
Dr. Mehwish Rasheed,BAHAWALPUR,Gynecologist,"Dr. Mehwish Aftab Clinic, Medical Colony, Bahawalpur",Gynecologist
Dr. Aisha Javed,BAHAWALPUR,Gynecologist,No Address Available,Gynecologist
Dr. Aisha Khizer,BAHAWALPUR,Gynecologist,No Address Available,Gynecologist
Dr. Arooj Ramzan,BAHAWALPUR,Gynecologist,"Iqbal Hospital, Muhammadi Colony, Bahawalpur",Gynecologist
Dr. Sidra Arshad,BAHAWALPUR,Gynecologist,"Bahawal Victoria Hospital, CMH Chowk, Bahawalpur",Gynecologist
Prof. Dr. Shafqat Ali Tabassum,BAHAWALPUR,Urologist,"Urology Clinic, Bahawalpur Cantt, Bahawalpur",Urologist
Dr. Muhammad Waqas,BAHAWALPUR,Urologist,"South Punjab Hospital, Suraj Miani Road, Multan",Urologist
Asst. Prof. Dr. Asra Aleem,BAHAWALPUR,Urologist,No Address Available,Urologist
Dr. Talha Danish,BAHAWALPUR,Urologist,No Address Available,Urologist
Asst. Prof. Dr. Muhammad Salman Arshad,BAHAWALPUR,Urologist,No Address Available,Urologist
Dr. Kashif Ikram,BAHAWALPUR,Urologist,"Hadi Surgimed Hospital, Satellite Town, Bahawalpur",Urologist
Dr. Mahar Amjad Sipra,BAHAWALPUR,Urologist,No Address Available,Urologist
Dr. Nauman Iqbal,BAHAWALPUR,Urologist,"Aizaz Hospital, Bahawalpur City, Bahawalpur",Urologist
Dr. Zahid Shehzad,BAHAWALPUR,Urologist,"Hafiz Irshad Physiotherapy Clinic, Bahawalpur Cantt, Bahawalpur",Urologist
Dr. Mahmood Waqas,BAHAWALPUR,Urologist,"Shahid Surgical Care Hospital, Satellite Town, Bahawalpur",Urologist
Asst. Prof. Dr. Zubair Maqbool,BAHAWALPUR,Gastroenterologist,"Iqbal Hospital, Muhammadi Colony, Bahawalpur",Gastroenterologist
Dr. Muhammad Zubair Ashraf,BAHAWALPUR,Pulmonologist / Lung Specialist,"Surgicare Hospital, Welcome Chowk, Bahawalpur",Pulmonologist / Lung Specialist
Dr. Muhammad Javid Iqbal Bhutta,BAHAWALPUR,Pulmonologist / Lung Specialist,"Dr muhaama javaid iqbal bhutta clinic, Circular Road, Bahawalpur",Pulmonologist / Lung Specialist
Dr. Abdul Munaf Saud,BAHAWALPUR,Orthopedic Surgeon,"Millat Hospital, Dubai chowk, Bahawalpur",Orthopedic Surgeon
Dr. Kashif Siddiq,BAHAWALPUR,Orthopedic Surgeon,"Iqbal Hospital, Muhammadi Colony, Bahawalpur",Orthopedic Surgeon
Dr. Aftab Hussain,BAHAWALPUR,Orthopedic Surgeon,"Aftab Cure Hospital, Ahmad pur, Bahawalpur",Orthopedic Surgeon
Assoc. Prof. Dr. Mudassar Nazar,BAHAWALPUR,Orthopedic Surgeon,"Life Care Medical Complex, wuqla colony, Bahawalnagar",Orthopedic Surgeon
Dr. Irfan Ali Shujah,BAHAWALPUR,Orthopedic Surgeon,"Al Rehman Medical Center ,, Model Town, Bahawalpur",Orthopedic Surgeon
Asst. Prof. Dr. Babar Bakht Chughtai,BAHAWALPUR,Orthopedic Surgeon,No Address Available,Orthopedic Surgeon
Dr. Muhammad Hamid Raza Shah Akif,BAHAWALPUR,Orthopedic Surgeon,No Address Available,Orthopedic Surgeon
Asst. Prof. Dr. Shahid Mahmood,BAHAWALPUR,Orthopedic Surgeon,"Ali general Hospital, Khanewal Road, Multan",Orthopedic Surgeon
Dr. Rao Tayab Mehmood,BAHAWALPUR,Orthopedic Surgeon,"Rao Tayab Mehmood Clinic, Bahalpur Cantt, Bahawalpur",Orthopedic Surgeon
Dr. Zulfiqar Ali Bobak,BAHAWALPUR,Orthopedic Surgeon,"Zulfiqar Ali Bobak Clinic, Bahawalpur Cantt, Bahawalpur",Orthopedic Surgeon
Dr. Noor Ullah Qamar,BAHAWALPUR,Orthopedic Surgeon,"Rafi Qamar Hospital, Muslim Town, Bahawalpur",Orthopedic Surgeon
Dr. Shujaat Hussain,BAHAWALPUR,Orthopedic Surgeon,"Shujaat Hussain Clinic, Bahawalpur Cantt, Bahawalpur",Orthopedic Surgeon
Dr. Akram Bhutta,BAHAWALPUR,Pediatrician,"City Hospital, Bahawalpur City, Bahawalpur",Pediatrician
Dr. Hafiz Muhammad Anwar,BAHAWALPUR,Pediatrician,"Hafiz Muhammad Anwar Clinic, Hamiyatan Chowk, Bahawalpur",Pediatrician
Assoc. Prof. Dr. Iqbal Ahmad,BAHAWALPUR,Pediatrician,"Wahab Children Clinic, Model Town, Bahawalpur",Pediatrician
Asst. Prof. Dr. Muhammad Sajid,BAHAWALPUR,Pediatrician,"Jinnah Medical Hall, Main Bahwalnagar Road, Chishtian",Pediatrician
Dr. Syed Usama Masood,BAHAWALPUR,Pediatrician,No Address Available,Pediatrician
Asst. Prof. Dr. Muhammad Asghar Ali,BAHAWALPUR,Pediatrician,"Aleena Hopsital, Ahmadpur Road, Bahawalpur",Pediatrician
Dr. Javaid Lal,BAHAWALPUR,Pediatrician,"Healthcare Clinic, Bahawalpur City, Bahawalpur",Pediatrician
Asst. Prof. Dr. Javaid Akhtar Hashmi,BAHAWALPUR,Pediatrician,"Syed Hospital, Model Town, Bahawalpur",Pediatrician
Dr. Asma Tahseen,BAHAWALPUR,Pediatrician,"Abdullah Clinic, Jail Road, Bahawalpur",Pediatrician
Dr. Muhammad Akram Lashari,BAHAWALPUR,Pediatrician,"Ali Hospital And Maternity Home, Model Town, Bahawalpur",Pediatrician
Dr. Abbas Anjum Khichi,BAHAWALPUR,Pediatrician,"Akhtar Pharmacy and Family Clinic, Shadab Colony, Bahawalpur",Pediatrician
Dr. Imran Azam,BAHAWALPUR,Pediatrician,"Child Care Clinic, Noor Mahal Road, Bahawalpur",Pediatrician
Dr. Ammad Masood Ch,BAHAWALPUR,General Physician,"Health Care Bahawalpur, Model Town A, Bahawalpur",General Physician
Dr. Shamsheer Haider,BAHAWALPUR,General Physician,No Address Available,General Physician
Dr. Ahmed Farhan Ghouri,BAHAWALPUR,Pediatrician,"Abdullah Clinic, Jail Road, Bahawalpur",Pediatrician
Dr. Sidra Aziz,BAHAWALPUR,General Physician,No Address Available,General Physician
Dr. Nazia Fiaz,BAHAWALPUR,General Physician,No Address Available,General Physician
Dr. Emran,BAHAWALPUR,General Physician,No Address Available,General Physician
Dr. Maaz Ullah Khan,BAHAWALPUR,General Physician,No Address Available,General Physician
Dr. Kanza Asghar,BAHAWALPUR,General Physician,No Address Available,General Physician
Dr. Saliha Anwar,BAHAWALPUR,General Physician,No Address Available,General Physician
Dr. Komal Nadir,BAHAWALPUR,General Physician,"Taha Clinic, government housing society, Bahawalpur",General Physician
Dr. Hummayoon Shahzad,BAHAWALPUR,General Physician,"Azra Health Clinic, Muslim Town, Bahawalpur",General Physician
Dr. Ata Ullah,BAHAWALPUR,General Surgeon,"Shamin hospital and surgical complex, Kahror Pakka, Lodhran",General Surgeon
Asst. Prof. Dr. Shoaib Manzoor,BAHAWALPUR,Nephrologist,"Manzoor Kidney Centrer, Railway Chowk, Lodhran",Nephrologist
Dr. Umar Hayat Bhatti,BAHAWALPUR,Nephrologist,"Muhammad Kidney Center &amp; Surgical Complex, Model Town, Bahawalpur",Nephrologist
Dr. Muhammad Khalid Idrees,BAHAWALPUR,Nephrologist,"Doctors MRI Clinic, Bahawalpur City, Bahawalpur",Nephrologist
Dr. Zahid Shehzad,BAHAWALPUR,Sexologist,"Dr Zahid Clinic, Medical Colony, Bahawalpur",Sexologist
Asst. Prof. Dr. Nasir Wakeel Khan,BAHAWALPUR,Ent Specialist,No Address Available,Ent Specialist
Prof. Dr. Soufia Farrukh,BAHAWALPUR,"Eye Surgeon, Eye Specialist","Prof. Dr. Soufia Farrukh Clinic, Medical Colony, Bahawalpur","Eye Surgeon, Eye Specialist"
Asst. Prof. Dr. Sarfraz Patafi,BAHAWALPUR,Eye Surgeon,"City Hospital, Bahawalpur City, Bahawalpur",Eye Surgeon
Dr. Manzoor Hussain Malik,BAHAWALPUR,Eye Surgeon,"Al-Shifa Eye Hospital and Laser Center, Model Town, Bahawalpur",Eye Surgeon
Asst. Prof. Dr. Piya Muhammad Musammat Rafi,BAHAWALPUR,Eye Surgeon,"Dr Piya Muhammad Clinic, Medical Colony, Bahawalpur",Eye Surgeon
Dr. Muhammad Farhan Saleem,BAHAWALPUR,Eye Surgeon,No Address Available,Eye Surgeon
Dr. Riaz Ahmed Chauhan,BAHAWALPUR,Eye Surgeon,"Riaz Ahmed Chauhan Clinic, Model Town, Bahawalpur",Eye Surgeon
Dr. Hafiz Zulfiqar Ali,BAHAWALPUR,Eye Surgeon,"Hafiz Zulfiqar Ali Clinic, Bahawalpur Cantt, Bahawalpur",Eye Surgeon
Asst. Prof. Dr. Muhammad Younis Tahir,BAHAWALPUR,Eye Surgeon,"Laser Eye Hospital, Railway Line, Bahawalpur",Eye Surgeon
Dr. Mubashir Malik,BAHAWALPUR,Neuro Surgeon,"Masood Hospital, Garden Town, Lahore",Neuro Surgeon
Dr. Awais Ur Rehman,BAHAWALPUR,Neuro Surgeon,No Address Available,Neuro Surgeon
Dr. Musaddaq Hussain,BAHAWALPUR,Neuro Surgeon,"Musaddaq Hussain Clinic, Bahawalpur Cantt, Bahawalpur",Neuro Surgeon
Dr. Amir Majeed,BAHAWALPUR,Neuro Surgeon,"Amin Shaikh Clinic, Bahawalpur Cantt, Bahawalpur",Neuro Surgeon
Dr. Muhammad Sajjad Hussain,BAHAWALPUR,Neuro Surgeon,"City Hospital, Bahawalpur City, Bahawalpur",Neuro Surgeon
Dr. Hamid,BAJAUR-AGENCY,Internal Medicine Specialist,No Address Available,Internal Medicine Specialist
Mr. Muhammad Jan,BAJAUR-AGENCY,"Psychologist, Homeopath, Sexologist","AL-SHIFA MEDICAL CENTER, Damadola Road, Bajaur Agency, Bajaur Agency","Psychologist, Homeopath, Sexologist"
Dr. Mujeeb Ur Rahman,BANNU,Orthopedic Surgeon,"Doctors Lab, Khyber Pakhtunkhwa, Pakistan, Bannu",Orthopedic Surgeon
Dr. Sajid Khan,BANNU,Pediatrician,"Dr. Sajid Muhammad Khan Children Clinic, Hospital Road, Bannu",Pediatrician
Dr. Zeeshan Ahmad,BANNU,Pediatrician,"Khyber Teaching Hospital, University Town, Peshawar",Pediatrician
Dr. Roman Khan,BANNU,Pediatrician,No Address Available,Pediatrician
Dr. Samar Latif,BANNU,Pediatrician,No Address Available,Pediatrician
Dr. Waqas Ahmad Khan,BANNU,General Physician,"Dr Waqas Ahmad Khan Clinic, Near THQ Hospital, Lakki Marwat",General Physician
Dr. Ikram Ullah,BANNU,General Physician,"Dhq Hospital Bannu, Nasir Abad, Bannu",General Physician
Dr. Arshad Khan,BANNU,Neuro Surgeon,"Bukhari Medical and Surgical Complex, KPK, Bannu",Neuro Surgeon
Dr. Attiya Zehra,BHAKKAR,Gynecologist,"New Life Clinic, punjab, Bhakkar",Gynecologist
Dr. Sania Kareem,BHAKKAR,Gynecologist,"Tahir Medical Centre, Mandi Town, Bhakkar",Gynecologist
Dr. Waqar Ul Hassan,BHAKKAR,Pediatrician,"National Hospital Bhakkar, BHAKKAR, Bhakkar",Pediatrician
Dr. Sana Anum,BHAKKAR,Pediatrician,"Azhar Mehboob Memorial Hospital Bhakkar, BHAKKAR, Bhakkar",Pediatrician
Dr. Muhammad Arshad,BHAKKAR,General Physician,No Address Available,General Physician
Dr. Maryam Shabbir,BHAKKAR,General Physician,No Address Available,General Physician
Dr. Noor Ul Ain,BHAKKAR,General Physician,No Address Available,General Physician
Dr. Muhammad Abbas Mirrani,BHAKKAR,General Physician,"Al Abbas Medical Complex, Zilla bhakkar, Bhakkar",General Physician
Asst. Prof. Dr. Sheeba Ahtasham,BHALWAL,Gynecologist,"Razia Rehman Clinic, Post Office Road, Bhalwal",Gynecologist
Dr. Abdul Hameed Malik,BHALWAL,Gastroenterologist,"Al-Mustafa Clinic, Civil Hospial Road, Bhalwal",Gastroenterologist
Dr. Sana Rani,BHALWAL,General Physician,"Naseem Umer hospital, Near Ahmed Clinic By Dr Nawaz, Bhalwal",General Physician
Dr. Assad Awan,BHALWAL,Orthopedic Surgeon,"Al Rehman Hospital, punjab, Bhalwal",Orthopedic Surgeon
Dr. Ali Jan,BUNER,Pediatrician,"Buner Children Hospital SHNAI, Mingora Rd, Buner",Pediatrician
Dr. Faramoz Khan,BUNER,General Physician,"Buner Medical Centre, Pir Baba Rd, Buner",General Physician
Dr. Farid Khan,BUNER,"Ent Specialist, Ent Surgeon","Buner Medical Complex Daggar, buner, Buner","Ent Specialist, Ent Surgeon"
Dr. Maryam Anwar,BUREWALA,Gynecologist,"Dhillon Surgical Complex, Vehari-Burewala Rd, Burewala, Burewala",Gynecologist
Dr. Faran Ashraf,BUREWALA,Pulmonologist / Lung Specialist,No Address Available,Pulmonologist / Lung Specialist
Dr. Iftikhar Ahmed,BUREWALA,General Physician,"The Psych Clinic, A Block Roads, Burewala",General Physician
Dr. Shamaila Usman,BUREWALA,General Physician,No Address Available,General Physician
Dr. Muhammad Shahzeb,BUREWALA,General Physician,No Address Available,General Physician
Dr. Romaisa Amber,BUREWALA,General Physician,No Address Available,General Physician
Dr. Muhmmad Ahmad Wajid,BUREWALA,General Physician,No Address Available,General Physician
Dr. Numera Amin,CHAKWAL,Dermatologist,No Address Available,Dermatologist
Dr. Sidra Riasat,CHAKWAL,Gynecologist,"Al Aziz surgical hospital, 0, Chakwal",Gynecologist
Dr. Waqas Hussain Mirza,CHAKWAL,"Urologist, Sexologist, Andrologist","Al-Mumtaz Hospital Talagang, Talagang Road, Chakwal","Urologist, Sexologist, Andrologist"
Dr. Asim Shahzad,CHAKWAL,Urologist,"Wafiya Specialists Clinic, Opposite DHQ Hospital, Chakwal",Urologist
Asst. Prof. Dr. Junaid Javaid,CHAKWAL,Orthopedic Surgeon,"Maryam Memorial Hospital Bahria Town, Bahria Town, Rawalpindi",Orthopedic Surgeon
Dr. Zeeshan Abbas,CHAKWAL,Orthopedic Surgeon,No Address Available,Orthopedic Surgeon
Dr. Manal Tariq,CHAKWAL,General Physician,No Address Available,General Physician
Dr. Hina Amjad,CHAKWAL,General Physician,"Sheharyar Hospital, Chakwal, Opposite DHQ Hospital, Chakwal",General Physician
Dr. Waqas Hussain Mirza,CHAKWAL,"Urologist, Sexologist, Andrologist","Al-Mumtaz Hospital Talagang, Talagang Road, Chakwal","Urologist, Sexologist, Andrologist"
Dr. Muhammad Siddique,CHAKWAL,Eye Surgeon,"Munawar Memorial Hospital, Chakwal, Chakwal",Eye Surgeon
Dr. Professor M Raza Awan,CHAKWAL,Eye Surgeon,"OptiCare Eye Hospital, Mulhal Mughlan, Chakwal",Eye Surgeon
Dr. Shams Ullah,CHAMAN,Orthopedic Surgeon,"Doctors medical camplex, Power House, Chaman",Orthopedic Surgeon
Dr. Noorullah,CHAMAN,General Physician,"Fatima Memorial Hospital (Fmh), Shadman 1, Lahore",General Physician
Dr. Kamran Durrani,CHARSADDA,Dermatologist,"Shah Medical Complex Hospital, Charsadda city, Charsadda",Dermatologist
Dr. Abdul Wakeel,CHARSADDA,Dermatologist,"Afghan Medicos Clinic, Charsadda city, Charsadda",Dermatologist
Dr. Khalid Khan,CHARSADDA,Dermatologist,"Abid Mian Plaza Old Gts Bus Hospital, Charsadda City, Charsadda",Dermatologist
Dr. Farhat Nasir,CHARSADDA,Gynecologist,"Abdal Medical Complex Charsadda, Mardan Road, Charsadda",Gynecologist
Dr. Jabbar Khan,CHARSADDA,Pulmonologist / Lung Specialist,"Gul Baba Plaza Hospital, Charsadda City, Charsadda",Pulmonologist / Lung Specialist
Dr. Zain Ullah,CHARSADDA,Orthopedic Surgeon,"SUDAIS Medical Complex, Khyber Pakhtunkhwa, Charsadda",Orthopedic Surgeon
Dr. Abbas Ali,CHARSADDA,Orthopedic Surgeon,"Shah Medical Complex Hospital, Charsadda city, Charsadda",Orthopedic Surgeon
Dr. Hameed Ullah,CHARSADDA,Pediatrician,"Ayan Medical Center, Mardan Road, Charsadda",Pediatrician
Dr. Zahirullah,CHARSADDA,Pediatrician,"Ayan Medical Center, Mardan Road, Charsadda",Pediatrician
Dr. Haseeb Nawaz Ahmad,CHARSADDA,Pediatrician,"Shah Medical Complex Hospital, Charsadda city, Charsadda",Pediatrician
Dr. Amin Khatak,CHARSADDA,Pediatrician,"Nawaz Medical Hall Hospital, Charsadda city, Charsadda",Pediatrician
Dr. Zahir Shah Kaka,CHARSADDA,Pediatrician,"Dhq Hospital, Charsadda city, Charsadda",Pediatrician
Dr. Abrar Alam,CHARSADDA,General Physician,No Address Available,General Physician
Dr. Syed Muhammad,CHARSADDA,General Physician,"Pak Clinical Laboratory, Charsadda city, Charsadda",General Physician
Dr. Shakirullah,CHARSADDA,Neuro Surgeon,"Akbar Medical Center (Peshawar), Dabgari Garden, Peshawar",Neuro Surgeon
Asst. Prof. Dr. Bakht Jamal,CHARSADDA,Neuro Surgeon,"Dr bakht jamal clinic, Mardan Road, Charsadda",Neuro Surgeon
Asst. Prof. Dr. Abdul Rauf,CHARSADDA,Neuro Surgeon,"Shah Medical Complex Hospital, Charsadda city, Charsadda",Neuro Surgeon
Dr. Syed Salman Saqlain,CHICHAWATNI,Orthopedic Surgeon,"Sarwar Foundation Rai Ali Nawaz Hospital, Soji mill Bridge G.T Road Chichawatni, Chichawatni",Orthopedic Surgeon
Dr. Zahid Mahmood,CHICHAWATNI,General Physician,"Bin Ashraf Pharmacy and Medical Complex, Chichawatni, Chichawatni",General Physician
